HaloID,GrpID,Timestep,NowGroup,HaloMass,TotalParticles,TotalDarkParticles,Prog,lum
116567,45,11,1,3.32E+12,29806,12434,0,1.60465E+11
119750,108,11,1,1.57E+12,17131,5868,0,2.42806E+11
119755,131,11,1,7.47E+11,17737,2700,0,1.04948E+11
122938,188,11,1,5.13E+11,12444,1834,0,1.35255E+11
116615,238,11,1,6.18E+11,9515,2367,0,1.61146E+11
116629,292,11,1,5.10E+11,7016,1848,0,1.1464E+11
122964,294,11,1,7.22E+11,6254,2796,0,97032969967
119815,369,11,1,4.17E+11,5421,1417,0,72423592399
123038,596,11,1,3.11E+11,2853,1246,0,26905816745
126214,637,11,1,88219632109,2686,286,0,13812104502
119892,677,11,1,1.98E+11,2422,742,0,27910715210
119894,687,11,1,2.54E+11,2150,983,0,19278711868
116741,742,11,1,1.56E+11,2098,574,0,16289060425
123123,940,11,1,65736556478,1488,244,0,6861944893
123126,949,11,1,1.07E+11,1474,431,0,9087064867
126328,1090,11,1,1.60E+11,1213,678,0,4481879428
123183,1174,11,1,65491877333,1090,261,0,7200133744
126384,1312,11,1,90980881920,957,391,0,3309295359
126394,1347,11,1,1.21E+11,918,511,0,14230234570
126517,1845,11,1,77800007258,617,331,0,2683185678
117125,2281,11,1,45532876840,474,187,0,1744128908
117187,2529,11,1,54219782199,425,231,0,1329374116
126720,2658,11,1,54416208665,404,232,0,1789312615
117285,2924,11,1,42957471397,359,189,0,1185390322
120518,3193,11,1,48806044400,327,210,0,689684647.5
120952,4925,11,1,31945184699,208,138,0,248640658.5
138754,1,12,1,5.23E+13,589041,197334,1,5.34829E+12
132407,35,12,1,3.98E+12,31999,15036,0,23446446036
132425,106,12,1,1.58E+12,16954,5924,0,2.86479E+11
132430,125,12,1,8.01E+11,18073,2921,0,1.25533E+11
129269,184,12,1,5.28E+11,12490,1893,0,1.58592E+11
132457,234,12,1,6.44E+11,9656,2461,0,1.42865E+11
129289,264,12,1,6.24E+11,7971,2242,0,89353037660
132470,286,12,1,7.54E+11,6542,2899,0,63339351718
135663,346,12,1,3.20E+11,5922,1095,0,1.71608E+11
132508,446,12,1,3.26E+11,4357,1152,0,40378393413
132544,588,12,1,3.15E+11,2899,1252,0,39938440984
132549,607,12,1,92456816443,2759,303,0,14621986154
135751,696,12,1,2.50E+11,2128,962,0,27026139511
129407,736,12,1,1.58E+11,2086,587,0,28700013393
138986,933,12,1,67389945597,1517,247,0,7099533974
135820,976,12,1,95703735473,1422,376,0,10138623971
129484,1045,12,1,1.71E+11,1296,720,0,4771762555
139046,1174,12,1,66640818847,1097,266,0,7913517743
129517,1183,12,1,1.41E+11,1090,582,0,6179244649
135906,1316,12,1,91428991027,959,393,0,3407786225
129661,1758,12,1,84853172979,656,361,0,8655368340
136156,2319,12,1,44734323077,465,185,0,1824800579
139392,2559,12,1,56955780275,418,242,0,2002087314
136259,2733,12,1,50002124513,389,216,0,1464206171
129940,2867,12,1,44500625247,367,196,0,1259996645
130012,3156,12,1,48995559538,331,210,0,887946222.5
133625,4916,12,1,31820636218,209,137,0,260756713
148428,1,13,1,5.04E+13,567026,189742,1,5.67125E+12
145189,34,13,1,3.86E+12,33729,14434,0,1.37457E+11
151697,103,13,1,1.60E+12,16590,6029,0,2.4214E+11
145211,121,13,1,8.29E+11,18153,3041,0,2.65926E+11
148472,178,13,1,5.49E+11,12553,1967,0,1.3461E+11
148484,223,13,1,6.89E+11,9758,2646,0,1.99262E+11
141998,263,13,1,6.50E+11,7998,2349,0,1.04289E+11
148497,274,13,1,7.34E+11,5921,2813,0,7459551412
145285,413,13,1,3.73E+11,4703,1319,0,48296697940
145326,577,13,1,2.82E+11,2847,1107,0,33275058454
145328,587,13,1,3.15E+11,2906,1238,0,34483727484
145329,590,13,1,1.02E+11,2896,344,0,16303974847
151841,678,13,1,2.57E+11,2210,969,0,10590466628
145380,792,13,1,1.30E+11,1856,474,0,21296112665
142141,835,13,1,1.48E+11,1737,598,0,13284422798
145392,844,13,1,1.18E+11,1722,428,0,33931415210
151898,910,13,1,70336976816,1546,260,0,7671526286
151924,1016,13,1,1.77E+11,1306,746,0,4656291582
148713,1142,13,1,71185805110,1130,286,0,9294913770
142222,1156,13,1,1.45E+11,1110,595,0,20146263392
142260,1307,13,1,90364228791,954,388,0,3640607331
145659,1917,13,1,72565315459,589,306,0,14193258744
145766,2344,13,1,44751948247,462,186,0,2055187732
145785,2418,13,1,61220924479,446,258,0,4536101085
149132,2829,13,1,45435281993,376,200,0,1437407054
149178,3012,13,1,51495516909,349,219,0,744300254
152460,3156,13,1,34367890132,332,140,0,2390429259
149308,3536,13,1,46239483424,292,198,0,289428960.5
149646,4879,13,1,31621888405,212,135,0,284544201
164831,1,14,1,4.75E+13,532975,178684,1,5.36498E+12
154930,55,14,1,2.85E+12,25153,10672,0,1.14786E+11
161550,101,14,1,1.59E+12,15748,5986,0,2.47588E+11
164860,113,14,1,8.46E+11,18045,3117,0,1.88676E+11
164874,171,14,1,5.83E+11,12483,2127,0,2.02364E+11
154964,193,14,1,8.50E+11,10799,3237,0,1.77183E+11
164889,232,14,1,7.93E+11,8710,2921,0,1.37734E+11
158295,298,14,1,5.97E+11,4766,2303,0,24531127859
158329,433,14,1,3.32E+11,4059,1212,0,45088435566
164955,499,14,1,3.25E+11,3306,1221,0,32041885121
164969,550,14,1,1.15E+11,3040,398,0,21087430930
164970,557,14,1,3.18E+11,2953,1226,0,35812112226
164979,592,14,1,2.61E+11,2668,1005,0,26326278232
161679,612,14,1,2.14E+11,2382,775,0,20000530309
161720,776,14,1,1.71E+11,1890,681,0,12942061377
158444,899,14,1,71036056735,1570,265,0,8801986380
155202,1144,14,1,1.46E+11,1139,584,0,3342228414
161818,1168,14,1,66311539296,1102,263,0,15673281455
165146,1264,14,1,1.07E+11,833,448,0,5259646295
155240,1295,14,1,93250775894,967,401,0,4112419260
155291,1504,14,1,94321234680,761,373,0,17517821488
158752,2123,14,1,68639805081,523,279,0,13731365918
165417,2353,14,1,44699869752,464,185,0,2612452168
158842,2486,14,1,51031662483,437,217,0,1878031520
162216,2762,14,1,53761953497,383,222,0,932182733
158950,2920,14,1,60407294745,361,262,0,351523512
156180,5051,14,1,30576754967,208,130,0,345002363.5
160313,8376,14,1,17598458922,127,73,0,199749081.5
174885,1,15,1,4.48E+13,499977,169021,1,5.4822E+12
171534,101,15,1,8.59E+11,17721,3202,0,2.69038E+11
178286,106,15,1,1.42E+12,13927,5361,0,1.92686E+11
168175,160,15,1,6.14E+11,12240,2274,0,3.66822E+11
174932,187,15,1,9.35E+11,9350,3486,0,1.03322E+11
174940,219,15,1,5.72E+11,8785,2023,0,2.51723E+11
171565,223,15,1,7.01E+11,8113,2572,0,99055227040
171598,358,15,1,4.21E+11,3341,1639,0,8564937979
178363,411,15,1,3.63E+11,4101,1351,0,58388639262
168260,497,15,1,3.19E+11,3186,1188,0,32190339523
178387,508,15,1,1.34E+11,3186,479,0,23538168949
171637,516,15,1,3.07E+11,3040,1160,0,37113793952
175018,534,15,1,2.79E+11,2706,1072,0,31081459927
175028,573,15,1,3.05E+11,2782,1177,0,26680069103
168315,719,15,1,1.60E+11,1768,599,0,44589490861
175067,727,15,1,1.28E+11,2005,516,0,11272970184
175085,798,15,1,1.49E+11,1738,592,0,19113144173
171727,872,15,1,1.80E+11,1358,726,0,13165299035
178558,1192,15,1,1.39E+11,1061,557,0,3841213914
171827,1274,15,1,95059440523,975,409,0,4830328816
178604,1378,15,1,79327905206,799,310,0,9160820143
168480,1381,15,1,1.06E+11,818,425,0,2032816475
178723,1854,15,1,78269862584,616,329,0,4289271952
172028,2074,15,1,71006540254,540,284,0,1174426757
168679,2178,15,1,49554737547,508,202,0,6621862810
175579,2777,15,1,50679157178,382,204,0,1035891880
178972,2850,15,1,55377523971,305,245,0,258655265
169412,5105,15,1,29665356699,206,125,0,365014222.5
176842,7831,15,1,19874985959,139,83,0,250738585.5
188549,1,16,1,4.21E+13,467979,158551,1,4.53994E+12
185113,92,16,1,9.36E+11,17645,3530,0,5.11077E+11
185116,105,16,1,1.22E+12,11891,4516,0,1.02016E+11
185124,134,16,1,1.15E+12,10971,4289,0,1.43707E+11
188583,136,16,1,7.20E+11,12401,2610,0,5.47844E+11
188590,165,16,1,9.01E+11,10659,3312,0,2.00597E+11
181695,244,16,1,6.45E+11,6750,2394,0,62051704383
192095,344,16,1,4.71E+11,4764,1767,0,50302407214
192125,460,16,1,3.32E+11,3146,1223,0,15993242849
181751,469,16,1,1.60E+11,3415,589,0,45132110482
181754,482,16,1,3.19E+11,3015,1189,0,39146362802
181763,517,16,1,2.79E+11,2590,1051,0,29932130134
185231,561,16,1,2.79E+11,2689,1069,0,38538187903
181777,575,16,1,2.90E+11,2622,1109,0,26740155518
188721,692,16,1,1.96E+11,2035,774,0,50676045230
188724,702,16,1,1.32E+11,2027,534,0,13344738350
192250,961,16,1,1.53E+11,1356,589,0,9135276681
192264,1019,16,1,1.27E+11,1002,509,0,17753001213
192275,1061,16,1,1.30E+11,1157,501,0,4959605073
188832,1139,16,1,64339578192,1101,255,0,7278310397
188851,1216,16,1,1.31E+11,1022,521,0,8791657093
185400,1239,16,1,98862550487,993,426,0,6089273578
192335,1299,16,1,1.10E+11,880,425,0,2576654877
185513,1692,16,1,75364092110,682,305,0,14076927564
188978,1724,16,1,72950043892,561,301,0,2213156809
182155,2085,16,1,69842006560,529,279,0,3932298922
182162,2114,16,1,68075635333,520,292,0,2062852140
182275,2567,16,1,52914310345,421,206,0,1052042823
189823,5104,16,1,30450251103,208,129,0,490839461.5
186839,6997,16,1,21867603610,156,90,0,364568631.5
198957,1,17,1,4.07E+13,449729,153994,1,4.10641E+12
202469,90,17,1,9.86E+11,17484,3689,0,7.43288E+11
195493,98,17,1,1.18E+12,15564,4294,0,4.92727E+11
205977,147,17,1,1.06E+12,10048,3950,0,1.43091E+11
195510,166,17,1,9.11E+11,9177,3376,0,1.24296E+11
195512,172,17,1,8.73E+11,10042,3237,0,2.09902E+11
195523,217,17,1,7.22E+11,7143,2705,0,69734628339
195550,330,17,1,4.65E+11,4637,1738,0,68835507485
206055,456,17,1,3.15E+11,2977,1167,0,23335758370
195584,465,17,1,1.35E+11,3284,462,0,51990241564
195593,500,17,1,2.49E+11,2405,918,0,11511293971
199092,544,17,1,2.99E+11,2687,1135,0,13909821808
199100,573,17,1,2.58E+11,2450,990,0,58360464107
206085,578,17,1,2.34E+11,2130,898,0,68939030848
206094,613,17,1,2.26E+11,2275,877,0,39191781958
202616,685,17,1,1.35E+11,2049,544,0,15647881298
199187,923,17,1,1.60E+11,1392,614,0,14685925197
206212,1086,17,1,70382451689,1136,282,0,8255377656
195757,1159,17,1,1.16E+11,1048,447,0,8747957398
199256,1200,17,1,1.02E+11,1008,441,0,7248437065
206245,1217,17,1,1.14E+11,850,454,0,2719896359
195809,1364,17,1,1.02E+11,829,394,0,7673098886
195846,1512,17,1,90305464812,762,356,0,39435477426
206346,1622,17,1,75078796424,586,306,0,4498774170
199364,1630,17,1,74312469804,702,286,0,37692610560
195960,1972,17,1,70193517549,555,294,0,15150583178
195973,2023,17,1,72887230792,540,292,0,1371570925
206582,2567,17,1,51828900863,417,200,0,1053775248
196325,3434,17,1,36126898460,306,145,0,45678521214
203741,5180,17,1,29795492917,205,126,0,731503931
207637,6786,17,1,21020855872,160,84,0,886080180.5
216517,1,18,1,3.98E+13,438090,150638,1,3.69878E+12
212998,85,18,1,1.02E+12,17331,3739,0,8.37689E+11
220081,100,18,1,1.17E+12,14864,4281,0,4.9976E+11
220099,167,18,1,8.10E+11,8537,3051,0,1.43473E+11
216561,181,18,1,8.34E+11,8353,3112,0,1.19198E+11
220109,209,18,1,7.44E+11,6770,2833,0,73371215042
213058,326,18,1,4.58E+11,4450,1727,0,49504176735
213081,423,18,1,1.87E+11,3626,689,0,62257818083
216629,451,18,1,3.07E+11,2846,1141,0,12440368503
213104,513,18,1,2.29E+11,2205,846,0,89022254204
216652,544,18,1,2.88E+11,2589,1092,0,8201341817
220203,585,18,1,2.51E+11,2355,966,0,39113966245
220211,617,18,1,2.25E+11,2231,871,0,25707917400
220223,665,18,1,1.38E+11,2077,559,0,17304620453
213205,914,18,1,1.32E+11,1350,498,0,20743058523
209667,934,18,1,1.56E+11,1352,601,0,32767682697
213241,1062,18,1,72699137451,1150,292,0,9250813030
209703,1079,18,1,1.26E+11,1068,484,0,25627549272
216805,1158,18,1,1.06E+11,1053,453,0,8801072997
209740,1227,18,1,98263715633,691,395,0,871587826.5
220377,1282,18,1,1.01E+11,919,390,0,15309165198
213322,1387,18,1,95806673839,780,369,0,2886112444
209811,1513,18,1,78962273285,614,319,0,3531031518
213356,1522,18,1,87172038693,750,339,0,4793004288
220536,1915,18,1,70737750417,573,291,0,1931894635
213489,2055,18,1,70310943406,531,279,0,2350494354
213622,2585,18,1,52598273715,413,205,0,1282212978
220787,2911,18,1,39632723318,294,159,0,3508077802
217818,5213,18,1,29354620041,205,123,0,569863853
211161,6911,18,1,20774467714,159,82,0,256854743
227208,1,19,1,3.84E+13,364080,148269,1,3.1098E+12
223603,8,19,1,3.41E+12,63939,11837,0,1.90359E+12
234440,70,19,1,1.37E+12,18832,4934,0,6.53064E+11
223625,98,19,1,2.43E+11,13341,454,0,3.04235E+11
227234,100,19,1,1.06E+12,12993,3804,0,4.70497E+11
223640,156,19,1,6.90E+11,7059,2599,0,1.30514E+11
230864,196,19,1,6.86E+11,6630,2598,0,1.11355E+11
227258,200,19,1,6.96E+11,5838,2690,0,58347683859
230897,328,19,1,4.16E+11,3918,1579,0,42603982529
234510,349,19,1,2.38E+11,3899,891,0,83233914175
223719,474,19,1,2.67E+11,2309,1014,0,72867383819
227339,521,19,1,2.76E+11,2360,1071,0,10183557102
234556,536,19,1,2.38E+11,2206,890,0,33828765700
234569,587,19,1,2.47E+11,2233,955,0,20291213484
227358,602,19,1,1.46E+11,2135,591,0,25265676182
234579,626,19,1,2.17E+11,2066,847,0,45149156268
227378,682,19,1,1.71E+11,1608,642,0,12340439190
234594,687,19,1,1.45E+11,1842,528,0,85273080916
223830,914,19,1,1.43E+11,1313,595,0,28776223924
234655,931,19,1,1.49E+11,1193,567,0,6801114746
231055,961,19,1,90111468560,1232,371,0,12312494836
227451,971,19,1,1.32E+11,1011,521,0,2813791150
231130,1263,19,1,1.01E+11,784,393,0,11506449676
234742,1275,19,1,1.02E+11,889,400,0,4947854705
227536,1315,19,1,1.04E+11,858,401,0,11369478366
231174,1436,19,1,85688548180,683,334,0,4119692435
227661,1813,19,1,44389673681,560,175,0,4917353369
227680,1890,19,1,66837573312,564,271,0,7384666623
224160,2235,19,1,48224249043,380,183,0,515847506.5
234988,2255,19,1,58296194245,465,224,0,2353196931
224186,2341,19,1,48035719938,364,189,0,1188024898
227911,2812,19,1,25711430318,372,89,0,4300635972
231547,2927,19,1,37036086811,358,143,0,43950917842
228391,4727,19,1,22014859554,224,82,0,1674676028
232172,5427,19,1,28118639235,199,117,0,1059473969
236009,6345,19,1,22283233391,173,87,0,376922223
241685,1,20,1,3.11E+13,262131,120494,1,2.24278E+12
248994,6,20,1,1.75E+12,40831,5402,0,1.51578E+12
238037,28,20,1,9.34E+11,31503,2489,0,1.67294E+12
249001,35,20,1,3.99E+11,27698,398,0,1.31066E+12
245357,71,20,1,1.26E+12,15867,4651,0,6.13409E+11
249013,80,20,1,3.95E+11,13690,1107,0,6.60331E+11
245366,107,20,1,8.59E+11,10014,3143,0,3.39957E+11
245374,139,20,1,6.66E+11,6519,2513,0,1.07988E+11
245385,184,20,1,6.43E+11,5241,2474,0,56773914657
238083,211,20,1,5.21E+11,4845,2013,0,1.00246E+11
238086,224,20,1,1.51E+11,5287,414,0,1.88211E+11
241754,281,20,1,3.04E+11,4214,1140,0,1.12887E+11
238111,327,20,1,3.68E+11,3377,1400,0,77012017636
249080,350,20,1,2.74E+11,3348,1015,0,98329406685
245470,524,20,1,62840593840,2190,178,0,33088614736
249136,575,20,1,1.78E+11,1988,654,0,31984637214
249137,578,20,1,2.25E+11,1884,891,0,15761613237
238181,606,20,1,2.06E+11,1899,798,0,40096718646
249150,633,20,1,2.02E+11,1823,782,0,14509078673
245510,685,20,1,1.78E+11,1679,680,0,16200884676
249164,687,20,1,1.52E+11,1669,622,0,69269270363
241866,724,20,1,1.75E+11,1556,664,0,25289345713
249174,726,20,1,1.52E+11,1410,587,0,27159792919
245530,762,20,1,1.39E+11,1504,545,0,19488233016
245567,913,20,1,1.21E+11,1204,448,0,12677268620
245578,955,20,1,1.28E+11,963,502,0,6190677501
245626,1151,20,1,78731669518,609,302,0,1153008643
238321,1165,20,1,73919236343,777,292,0,26472052940
249287,1179,20,1,1.04E+11,792,403,0,5886915710
249294,1208,20,1,74198249592,860,273,0,11375555487
245652,1254,20,1,93447087516,825,359,0,21759311433
242000,1258,20,1,48810980174,823,187,0,10681570184
242084,1595,20,1,89126388519,629,362,0,2245789295
238433,1615,20,1,77720282361,604,307,0,2795609470
238460,1718,20,1,72306334496,592,291,0,5502022681
242173,1952,20,1,54629852738,482,238,0,5462294812
238524,1975,20,1,57878183589,511,219,0,14445672197
245862,2092,20,1,40187116897,482,143,0,4498644870
238606,2306,20,1,52302651501,374,209,0,1674227576
238634,2415,20,1,44814580950,341,176,0,795106880
242293,2434,20,1,45924108859,415,174,0,2939573111
238731,2804,20,1,49269566595,361,205,0,4887950870
246484,4579,20,1,23211296392,227,88,0,1728171622
246690,5402,20,1,26845553263,196,109,0,999300733
243190,6023,20,1,20926129287,179,74,0,60500334
239612,6335,20,1,19360423524,171,72,0,1050707572
243287,6405,20,1,19138049609,169,69,0,420059663
243381,6781,20,1,20602957740,161,80,0,18544351545
252646,1,21,1,1.43E+13,124040,55367,1,1.68472E+12
252647,4,21,1,4.82E+12,59596,17599,0,1.51407E+12
263621,5,21,1,5.21E+12,61066,19025,0,1.7039E+12
263623,15,21,1,2.25E+12,41394,7668,0,1.7791E+12
259977,64,21,1,1.21E+12,13749,4507,0,5.48926E+11
252663,69,21,1,4.48E+11,12636,1330,0,7.45086E+11
252673,107,21,1,7.22E+11,7895,2653,0,2.9211E+11
260002,160,21,1,5.62E+11,5374,2113,0,97804939106
263663,172,21,1,2.44E+11,5420,823,0,3.09623E+11
260011,199,21,1,4.07E+11,3209,1583,0,31816828026
263671,208,21,1,4.01E+11,4530,1547,0,1.2682E+11
256363,235,21,1,4.14E+11,3811,1595,0,85420441192
263682,253,21,1,3.47E+11,3215,1324,0,31795293034
263686,269,21,1,3.26E+11,3651,1189,0,99414955023
256390,344,21,1,3.06E+11,2688,1162,0,50491533820
260050,353,21,1,1.21E+11,2710,387,0,78222851942
256437,534,21,1,86135450995,1838,270,0,1.01474E+11
252798,612,21,1,1.67E+11,1603,659,0,48290805617
263776,625,21,1,1.81E+11,1493,719,0,17368567540
260119,629,21,1,1.70E+11,1575,647,0,43884953180
263778,635,21,1,1.81E+11,1564,718,0,15333362099
260130,674,21,1,93015647168,1479,332,0,31808459074
252815,676,21,1,1.35E+11,1472,481,0,52963326311
256490,746,21,1,1.50E+11,1309,574,0,11085306849
256516,849,21,1,67782860655,1140,223,0,17186808165
256518,855,21,1,1.21E+11,1132,466,0,14205011219
263833,857,21,1,1.15E+11,1130,418,0,37907301381
256545,964,21,1,76509560990,999,299,0,17408002895
252902,1023,21,1,88111650691,933,324,0,38535672346
252907,1042,21,1,89406579372,914,334,0,29640549644
252909,1052,21,1,91334590671,886,353,0,47429937053
260237,1105,21,1,1.02E+11,859,409,0,12005584498
256594,1160,21,1,87149007767,728,338,0,4850336554
264004,1541,21,1,74804978851,620,280,0,2056205895
260377,1664,21,1,71034069843,571,278,0,2194497979
264051,1731,21,1,66813518166,550,267,0,3015591523
256738,1739,21,1,69383904710,548,277,0,6096453269
256749,1784,21,1,53936126263,526,211,0,16066982609
253096,1794,21,1,65221356643,526,254,0,1309587863
260417,1825,21,1,68721333993,520,268,0,28792083055
260427,1863,21,1,60361475279,492,223,0,13000707806
264100,1927,21,1,61292373676,485,240,0,2364416931
253132,1939,21,1,68455879867,482,278,0,36751121238
264115,1981,21,1,62685274137,474,244,0,1936132277
264145,2107,21,1,41217774456,446,155,0,32122586430
264184,2258,21,1,42039347276,331,159,0,2893263124
260593,2528,21,1,41425032694,379,153,0,5508760182
256986,2728,21,1,18543099502,350,67,0,5747007213
264362,2968,21,1,44800889343,312,179,0,518148956
253610,3854,21,1,26591467275,253,99,0,3450294773
261065,4411,21,1,25040843325,222,90,0,948469884
257498,4785,21,1,29289868398,210,118,0,16519188552
254326,6723,21,1,21186456652,156,84,0,1163979824
270890,1,22,1,1.27E+13,113485,48924,1,1.79164E+12
274505,3,22,1,5.76E+12,59404,21720,0,2.03061E+12
270891,4,22,1,4.88E+12,56867,18042,0,1.62651E+12
270895,20,22,1,1.01E+12,25019,3142,0,2.05687E+12
274512,29,22,1,1.25E+12,17937,4330,0,1.01574E+12
274520,58,22,1,1.08E+12,11887,4059,0,4.33701E+11
270915,101,22,1,6.05E+11,6406,2203,0,2.6353E+11
270920,120,22,1,4.00E+11,6033,1464,0,2.83826E+11
267319,166,22,1,5.13E+11,4447,1985,0,1.56706E+11
267331,214,22,1,3.40E+11,3463,1252,0,43727647404
278178,237,22,1,2.45E+11,3138,887,0,1.63245E+11
267346,275,22,1,3.02E+11,2714,1144,0,42582452776
